ax,ay,az,qw,qx,qy,qz,droll,dpitch,dyaw,heart,Scenario_Label,Fall
-0.249,-0.535,0.216,0.6716,0.2002,-0.7123,0.0369,42.2,-6.8,-42.6,0,walk,0
-0.351,-0.526,0.183,0.6707,0.2004,-0.7124,0.0488,57.9,-12.0,-46.7,0,walk,0
-0.37,-0.52,0.145,0.6697,0.2022,-0.7117,0.0633,77.1,-17.4,-49.8,0,walk,0
-0.293,-0.479,0.125,0.6684,0.2059,-0.7101,0.081,97.0,-23.2,-55.7,1023,walk,0
-0.176,-0.415,0.101,0.6667,0.2104,-0.7075,0.102,112.2,-28.7,-66.2,1023,walk,0
-0.092,-0.356,0.09,0.6647,0.2147,-0.7043,0.126,121.3,-34.1,-80.7,1023,walk,0
-0.08,-0.293,0.077,0.6623,0.2175,-0.7004,0.1528,126.3,-39.7,-96.5,1023,walk,0
-0.122,-0.235,0.048,0.6597,0.2183,-0.6956,0.1821,128.8,-46.9,-110.6,1023,walk,0
-0.203,-0.167,0.0,0.6569,0.2168,-0.6898,0.2133,126.9,-54.7,-121.2,1023,walk,0
-0.296,-0.098,-0.062,0.6539,0.2132,-0.6831,0.2453,122.2,-61.0,-127.2,1023,walk,0
-0.388,-0.024,-0.109,0.6508,0.2084,-0.6756,0.2765,114.1,-66.6,-130.4,1023,walk,0
-0.431,0.035,-0.144,0.6479,0.2023,-0.6675,0.3059,101.3,-70.7,-130.6,1023,walk,0
-0.428,0.086,-0.178,0.6457,0.1938,-0.6588,0.3337,84.3,-73.0,-128.4,1023,walk,0
-0.376,0.136,-0.216,0.644,0.1831,-0.6503,0.3588,62.4,-72.7,-126.1,1023,walk,0
-0.309,0.2,-0.251,0.6424,0.1698,-0.643,0.3806,35.1,-69.7,-125.3,1023,walk,0
-0.237,0.25,-0.286,0.6407,0.1533,-0.6377,0.3988,5.8,-64.4,-126.9,1023,walk,0
-0.185,0.281,-0.308,0.6386,0.1338,-0.6347,0.4138,-18.9,-57.7,-129.6,1023,walk,0
-0.136,0.308,-0.326,0.6355,0.1122,-0.6336,0.4265,-35.2,-50.0,-132.4,1023,walk,0
-0.106,0.332,-0.329,0.6312,0.0897,-0.6339,0.4377,-41.6,-41.5,-133.7,1023,walk,0
-0.104,0.354,-0.338,0.6255,0.0674,-0.6349,0.4481,-41.8,-33.4,-132.4,0,walk,0
-0.092,0.38,-0.334,0.6189,0.0465,-0.636,0.4585,-31.6,-26.0,-127.7,0,walk,0
-0.088,0.416,-0.322,0.6115,0.0284,-0.6364,0.4692,-18.2,-18.9,-119.7,0,walk,0
-0.06,0.45,-0.29,0.6037,0.0131,-0.6362,0.48,-7.0,-12.0,-110.0,0,walk,0
-0.057,0.479,-0.256,0.5959,0.0004,-0.6356,0.4907,0.5,-6.6,-98.9,0,walk,0
-0.035,0.509,-0.245,0.5884,-0.0098,-0.6348,0.5005,4.9,-2.7,-85.3,0,walk,0
-0.016,0.52,-0.225,0.5816,-0.0177,-0.6341,0.5091,6.8,3.1,-70.2,0,walk,0
-0.021,0.523,-0.178,0.5754,-0.0233,-0.6339,0.5161,7.4,9.1,-53.7,0,walk,0
-0.025,0.52,-0.138,0.5701,-0.0262,-0.6341,0.5216,9.7,14.7,-35.6,0,walk,0
-0.009,0.517,-0.116,0.5659,-0.0263,-0.6347,0.5255,14.0,19.5,-16.5,0,walk,0
-0.007,0.506,-0.096,0.563,-0.0234,-0.6352,0.528,18.2,22.7,3.2,0,walk,0
-0.008,0.476,-0.071,0.5616,-0.0178,-0.6358,0.529,21.3,24.9,22.3,0,walk,0
-0.032,0.458,-0.027,0.5617,-0.0096,-0.6363,0.5285,23.5,26.3,40.4,0,walk,0
-0.111,0.433,-0.01,0.5634,0.0005,-0.6368,0.5262,22.3,26.4,58.1,0,walk,0
-0.222,0.413,-0.029,0.5666,0.0123,-0.6376,0.5216,15.8,26.4,75.7,0,walk,0
-0.3,0.382,-0.053,0.5713,0.0254,-0.6389,0.5144,7.8,26.9,93.6,0,walk,0
-0.339,0.34,-0.049,0.5773,0.0396,-0.6407,0.5044,-0.1,27.8,109.5,0,walk,0
-0.327,0.303,-0.038,0.5842,0.0546,-0.6431,0.4919,-8.6,28.8,120.9,0,walk,0
-0.277,0.269,-0.023,0.5916,0.0698,-0.6458,0.4773,-16.4,30.3,128.0,1023,walk,0
-0.229,0.227,-0.013,0.599,0.085,-0.6489,0.4612,-21.2,31.3,130.5,1023,walk,0
-0.189,0.182,0.005,0.6061,0.1,-0.6518,0.4446,-21.1,31.1,129.4,1023,walk,0
-0.157,0.143,0.009,0.6127,0.1148,-0.6542,0.4281,-18.9,29.8,126.4,1023,walk,0
-0.127,0.11,0.003,0.6194,0.1302,-0.6558,0.4114,-17.2,28.4,121.9,1023,walk,0
-0.139,0.075,0.017,0.6254,0.1449,-0.6569,0.3952,-16.2,27.7,116.6,1023,walk,0
-0.184,0.054,0.032,0.6309,0.1586,-0.6577,0.3796,-17.7,26.6,110.7,1023,walk,0
-0.222,0.035,0.034,0.6359,0.1709,-0.6585,0.3642,-23.8,25.2,104.2,1023,walk,0
-0.215,0.008,0.025,0.6405,0.1813,-0.6597,0.3485,-33.7,24.3,98.2,1023,walk,0
-0.187,-0.026,0.045,0.6449,0.1894,-0.6615,0.3324,-44.8,24.2,92.4,1023,walk,0
-0.152,-0.077,0.074,0.649,0.1954,-0.6637,0.316,-52.2,24.4,87.6,1023,walk,0
-0.107,-0.123,0.098,0.6529,0.1998,-0.6661,0.2998,-54.6,24.1,83.1,1023,walk,0
-0.084,-0.173,0.109,0.6562,0.2042,-0.6685,0.2839,-49.6,23.2,77.7,1023,walk,0
-0.047,-0.198,0.114,0.6589,0.2088,-0.6705,0.2692,-40.7,20.2,71.2,1023,walk,0
-0.003,-0.228,0.114,0.6611,0.2134,-0.6719,0.2566,-30.4,17.5,63.2,1023,walk,0
0.028,-0.244,0.114,0.6626,0.2183,-0.6726,0.2464,-19.1,15.3,54.8,0,walk,0
0.031,-0.255,0.122,0.6635,0.2233,-0.673,0.2384,-8.5,14.3,46.6,0,walk,0
0.021,-0.266,0.141,0.6638,0.2285,-0.6731,0.2324,0.0,13.4,39.1,0,walk,0
0.006,-0.265,0.168,0.6634,0.2338,-0.6732,0.2278,3.3,13.2,32.4,0,walk,0
0.004,-0.266,0.178,0.6627,0.2385,-0.6735,0.2241,2.7,12.6,26.2,0,walk,0
0.013,-0.282,0.171,0.662,0.2422,-0.6739,0.221,1.0,11.3,19.5,0,walk,0
0.018,-0.295,0.174,0.6611,0.245,-0.6744,0.2187,3.3,9.4,12.9,0,walk,0
0.029,-0.305,0.177,0.6601,0.2473,-0.6748,0.218,10.1,7.9,5.9,0,walk,0
0.034,-0.305,0.182,0.6586,0.2498,-0.675,0.219,19.3,6.4,-1.0,0,walk,0
0.035,-0.296,0.18,0.6566,0.2525,-0.675,0.2221,29.3,5.2,-7.5,0,walk,0
0.023,-0.282,0.177,0.6541,0.2556,-0.6747,0.227,38.2,4.0,-13.4,0,walk,0
0.007,-0.26,0.167,0.651,0.2588,-0.6741,0.2336,45.7,2.8,-18.7,0,walk,0
-0.009,-0.236,0.149,0.6476,0.2621,-0.6734,0.2415,50.4,1.4,-23.9,0,walk,0
-0.02,-0.211,0.134,0.6439,0.265,-0.6725,0.2505,52.2,0.1,-29.4,0,walk,0
-0.021,-0.192,0.112,0.6399,0.2673,-0.6717,0.2602,53.3,-0.7,-34.8,0,walk,0
-0.026,-0.175,0.092,0.6356,0.2692,-0.6709,0.2706,54.8,-1.1,-39.8,0,walk,0
-0.044,-0.154,0.08,0.6309,0.2708,-0.6701,0.2817,57.4,-1.0,-44.3,0,walk,0
-0.066,-0.132,0.055,0.6257,0.2718,-0.6693,0.294,61.0,-0.8,-47.7,0,walk,0
-0.086,-0.109,0.035,0.6201,0.2724,-0.6683,0.3075,65.2,0.0,-49.6,0,walk,0
-0.086,-0.087,0.015,0.614,0.2735,-0.6669,0.3213,70.4,-0.1,-49.6,0,walk,0
-0.076,-0.072,0.005,0.6074,0.2755,-0.6652,0.3355,77.1,-0.2,-48.1,1023,walk,0
-0.054,-0.05,0.002,0.6006,0.2782,-0.6626,0.3503,84.8,-1.1,-46.0,1023,walk,0
-0.032,-0.026,-0.023,0.5936,0.2819,-0.6591,0.3655,90.9,-2.0,-44.0,1023,walk,0
-0.023,0.0,-0.046,0.5863,0.2863,-0.6551,0.3808,94.6,-3.8,-42.8,1023,walk,0
-0.016,0.027,-0.068,0.5789,0.2912,-0.6505,0.3959,96.1,-5.8,-42.0,1023,walk,0
-0.022,0.051,-0.098,0.5715,0.2963,-0.6456,0.4107,95.5,-8.1,-41.1,1023,walk,0
-0.033,0.071,-0.127,0.5644,0.3009,-0.6401,0.4255,93.7,-10.2,-40.3,1023,walk,0
-0.035,0.091,-0.164,0.5576,0.3048,-0.6342,0.4402,90.7,-12.2,-39.0,1023,walk,0
-0.043,0.109,-0.195,0.5513,0.3083,-0.628,0.4544,87.4,-12.8,-37.4,1023,walk,0
-0.041,0.121,-0.234,0.5451,0.3115,-0.6219,0.4679,84.5,-12.3,-35.4,1023,walk,0
-0.043,0.109,-0.244,0.5389,0.3148,-0.6157,0.4808,84.3,-11.0,-32.9,1023,walk,0
-0.039,0.117,-0.261,0.5322,0.3191,-0.6093,0.4934,87.7,-9.1,-29.5,1023,walk,0
-0.03,0.123,-0.288,0.5254,0.324,-0.6025,0.5058,90.7,-6.1,-25.8,1023,walk,0
-0.019,0.127,-0.297,0.5183,0.3298,-0.5953,0.5177,91.8,-2.7,-21.3,1023,walk,0
-0.013,0.132,-0.313,0.511,0.3364,-0.5881,0.5288,91.0,0.9,-16.8,0,walk,0
-0.018,0.121,-0.318,0.5037,0.3435,-0.581,0.539,88.4,5.0,-12.5,0,walk,0
-0.031,0.113,-0.33,0.4964,0.3512,-0.5741,0.5482,86.3,8.5,-8.6,0,walk,0
-0.026,0.107,-0.323,0.4891,0.3591,-0.5673,0.5566,84.6,12.3,-5.9,0,walk,0
-0.013,0.093,-0.317,0.4816,0.3673,-0.5607,0.5644,83.3,15.8,-4.7,0,walk,0
-0.006,0.075,-0.307,0.4739,0.3758,-0.5542,0.5718,85.4,18.9,-4.5,0,walk,0
-0.002,0.066,-0.301,0.4657,0.3845,-0.5474,0.5792,88.8,21.4,-4.2,0,walk,0
-0.01,0.066,-0.294,0.4569,0.3938,-0.5403,0.5866,92.1,23.9,-4.0,0,walk,0
-0.02,0.065,-0.287,0.4477,0.4033,-0.5329,0.5939,94.0,25.9,-3.8,0,walk,0
-0.027,0.069,-0.265,0.4383,0.4129,-0.5254,0.601,93.2,27.9,-3.8,0,walk,0
-0.033,0.068,-0.253,0.4288,0.4223,-0.5181,0.6076,90.7,29.5,-4.7,0,walk,0
-0.034,0.063,-0.237,0.4192,0.4313,-0.5111,0.6139,88.0,30.8,-6.0,0,walk,0
-0.036,0.061,-0.219,0.4093,0.4401,-0.5045,0.6198,86.2,31.7,-8.0,0,walk,0
-0.035,0.062,-0.207,0.3992,0.4485,-0.4981,0.6255,85.2,32.3,-10.3,0,walk,0
-0.031,0.064,-0.192,0.3883,0.4569,-0.4919,0.6311,85.1,32.8,-12.6,0,walk,0
-0.024,0.067,-0.176,0.3771,0.4651,-0.4857,0.6367,85.7,32.4,-15.0,0,walk,0
-0.028,0.07,-0.162,0.3656,0.4729,-0.4795,0.6423,86.6,31.6,-17.2,0,walk,0
-0.039,0.082,-0.154,0.3537,0.4803,-0.4732,0.6481,86.9,30.2,-19.0,0,walk,0
-0.061,0.092,-0.146,0.3417,0.4873,-0.4668,0.654,86.3,28.3,-20.1,0,walk,0
-0.073,0.101,-0.142,0.3299,0.4938,-0.4603,0.6598,84.2,26.1,-20.8,0,walk,0
-0.092,0.112,-0.143,0.3183,0.4996,-0.454,0.6654,80.8,23.6,-20.9,1023,walk,0
-0.104,0.126,-0.138,0.3072,0.5049,-0.4479,0.6707,76.1,21.8,-20.9,1023,walk,0
-0.097,0.132,-0.136,0.2965,0.5096,-0.4422,0.6757,71.3,20.2,-21.1,1023,walk,0
-0.089,0.137,-0.131,0.2864,0.5138,-0.437,0.6803,66.3,19.6,-21.7,1023,walk,0
-0.078,0.136,-0.128,0.2764,0.5177,-0.4323,0.6845,63.4,19.8,-22.4,1023,walk,0
-0.061,0.137,-0.115,0.2665,0.5214,-0.4277,0.6885,63.4,20.3,-23.2,1023,walk,0
-0.049,0.136,-0.099,0.2562,0.525,-0.4231,0.6925,65.8,20.6,-23.7,1023,walk,0
-0.044,0.141,-0.09,0.2455,0.5287,-0.4179,0.6966,69.9,20.1,-23.7,1023,walk,0
-0.047,0.146,-0.084,0.2346,0.5325,-0.4121,0.701,73.7,19.7,-22.6,1023,walk,0
-0.049,0.155,-0.069,0.2235,0.5364,-0.4056,0.7055,77.2,18.5,-20.1,1023,walk,0
-0.042,0.16,-0.069,0.2126,0.5403,-0.3983,0.71,78.8,17.3,-16.5,1023,walk,0
-0.049,0.163,-0.061,0.2022,0.5442,-0.3905,0.7143,78.2,15.9,-12.2,1023,walk,0
-0.066,0.162,-0.065,0.1927,0.5481,-0.3823,0.7184,75.0,14.6,-7.5,1023,walk,0
-0.078,0.157,-0.061,0.1841,0.552,-0.3742,0.722,70.1,13.8,-2.9,1023,walk,0
-0.074,0.145,-0.051,0.1766,0.5557,-0.3661,0.7251,65.4,12.8,0.6,1023,walk,0
-0.06,0.124,-0.048,0.1704,0.5598,-0.3578,0.7276,61.9,12.3,2.9,0,walk,0
-0.045,0.107,-0.042,0.1649,0.5641,-0.3494,0.7296,60.7,12.0,3.4,0,walk,0
-0.017,0.098,-0.032,0.1593,0.5682,-0.341,0.7316,61.0,11.6,2.3,0,walk,0
0.0,0.092,-0.029,0.1533,0.572,-0.3327,0.7338,62.2,11.6,-0.2,0,walk,0
0.009,0.093,-0.025,0.1468,0.5755,-0.3244,0.736,63.7,11.7,-3.3,0,walk,0
0.003,0.09,-0.02,0.1397,0.5788,-0.3164,0.7383,64.0,11.7,-5.9,0,walk,0
-0.018,0.093,-0.025,0.1324,0.582,-0.3085,0.7405,63.3,11.7,-7.0,0,walk,0
-0.044,0.093,-0.04,0.1252,0.5852,-0.3006,0.7425,62.2,11.9,-5.7,0,walk,0
-0.06,0.086,-0.035,0.1184,0.5885,-0.2927,0.7442,61.4,12.4,-2.5,0,walk,0
-0.053,0.08,-0.032,0.1121,0.592,-0.2844,0.7456,60.3,13.1,1.1,0,walk,0
-0.038,0.079,-0.035,0.1063,0.5956,-0.2761,0.7468,58.8,14.2,4.5,0,walk,0
-0.019,0.066,-0.035,0.1008,0.5993,-0.2676,0.7476,57.9,15.0,6.3,0,walk,0
0.005,0.052,-0.034,0.0954,0.603,-0.2591,0.7483,59.0,15.3,7.3,0,walk,0
0.029,0.045,-0.03,0.0896,0.6067,-0.2503,0.749,61.9,15.5,7.3,0,walk,0
0.044,0.048,-0.036,0.0835,0.6103,-0.2412,0.7498,64.1,15.2,7.0,0,walk,0
0.056,0.052,-0.043,0.0772,0.6138,-0.232,0.7505,64.0,15.0,6.5,0,walk,0
0.054,0.05,-0.042,0.071,0.6172,-0.223,0.7511,61.6,15.0,6.5,0,walk,0
0.048,0.046,-0.054,0.0652,0.6205,-0.2143,0.7514,58.2,14.7,6.9,0,walk,0
0.049,0.041,-0.061,0.0598,0.6239,-0.2061,0.7514,54.8,15.0,7.7,0,walk,0
0.038,0.028,-0.074,0.0547,0.6273,-0.1982,0.751,52.1,16.1,9.0,0,walk,0
0.041,0.014,-0.081,0.0499,0.6309,-0.1905,0.7503,51.3,17.7,10.2,1023,walk,0
0.043,-0.001,-0.082,0.045,0.6347,-0.1828,0.7493,52.6,19.6,11.3,1023,walk,0
0.049,-0.017,-0.087,0.0398,0.6388,-0.1748,0.7481,55.9,22.2,12.6,1023,walk,0
0.049,-0.03,-0.092,0.0341,0.6433,-0.1662,0.7465,60.6,25.1,13.7,1023,walk,0
0.045,-0.05,-0.086,0.0277,0.6481,-0.1568,0.7446,67.6,27.9,14.3,1023,walk,0
0.035,-0.058,-0.08,0.0201,0.6531,-0.1465,0.7426,76.5,30.7,13.7,1023,walk,0
0.027,-0.07,-0.077,0.0113,0.6582,-0.1351,0.7404,86.3,32.6,12.2,1023,walk,0
-0.004,-0.081,-0.076,0.001,0.6634,-0.1227,0.7381,95.6,33.8,9.9,1023,walk,0
-0.048,-0.086,-0.073,-0.0106,0.6684,-0.1092,0.7356,105.5,34.5,7.8,1023,walk,0
-0.075,-0.08,-0.062,-0.0237,0.673,-0.0947,0.733,114.1,34.1,5.2,1023,walk,0
-0.087,-0.072,-0.061,-0.0379,0.6772,-0.0795,0.7304,120.1,32.9,2.3,1023,walk,0
-0.079,-0.062,-0.048,-0.053,0.6807,-0.0641,0.7277,122.3,31.2,-1.9,1023,walk,0
-0.052,-0.048,-0.046,-0.0685,0.6835,-0.0491,0.7249,120.8,28.8,-7.2,1023,walk,0
-0.021,-0.043,-0.035,-0.0845,0.6856,-0.0352,0.7221,117.7,25.9,-13.5,1023,walk,0
0.003,-0.034,-0.031,-0.1007,0.6869,-0.0226,0.7192,113.3,21.7,-20.2,1023,walk,0
0.008,-0.04,-0.038,-0.1171,0.6875,-0.0113,0.7165,109.0,17.8,-26.1,0,walk,0
-0.017,-0.027,-0.043,-0.1339,0.6873,-0.0011,0.7138,107.0,12.6,-31.2,0,walk,0
-0.057,-0.026,-0.062,-0.1507,0.6864,0.0082,0.7113,105.4,7.7,-34.7,0,walk,0
-0.093,-0.033,-0.081,-0.1676,0.6848,0.017,0.7088,103.6,3.4,-36.7,0,walk,0
-0.107,-0.016,-0.098,-0.1841,0.6827,0.0251,0.7065,96.6,0.1,-38.2,0,walk,0
-0.099,0.006,-0.104,-0.1992,0.6806,0.0314,0.7043,79.6,-2.0,-40.8,0,walk,0
-0.083,0.001,-0.108,-0.212,0.6788,0.0348,0.702,56.9,-2.9,-44.7,0,walk,0
-0.068,-0.022,-0.127,-0.2231,0.6779,0.0351,0.6995,40.8,-2.3,-49.3,0,walk,0
-0.046,-0.029,-0.145,-0.2334,0.6775,0.0333,0.6966,33.0,-2.3,-53.4,0,walk,0
-0.023,-0.037,-0.163,-0.2438,0.6766,0.0306,0.694,31.4,-1.8,-56.5,0,walk,0
-0.002,-0.042,-0.179,-0.2545,0.6754,0.0276,0.6915,33.0,-0.1,-57.7,0,walk,0
0.024,-0.023,-0.173,-0.2654,0.6742,0.025,0.6886,34.7,2.7,-56.9,0,walk,0
0.045,-0.017,-0.162,-0.2763,0.6734,0.023,0.6852,36.5,6.3,-54.3,0,walk,0
0.062,0.0,-0.15,-0.2869,0.6727,0.0217,0.6816,38.2,9.2,-50.0,0,walk,0
0.073,0.005,-0.149,-0.297,0.6721,0.0214,0.6779,39.4,11.3,-43.7,0,walk,0
0.074,0.023,-0.146,-0.3063,0.6715,0.022,0.6742,39.3,12.5,-36.7,0,walk,0
0.074,0.033,-0.144,-0.3144,0.6719,0.0234,0.6701,37.6,13.0,-29.4,0,walk,0
0.064,0.043,-0.134,-0.3211,0.6724,0.0255,0.6663,35.4,13.3,-21.7,0,walk,0
0.057,0.053,-0.127,-0.3266,0.6731,0.0284,0.6628,33.4,13.0,-13.9,0,walk,0
0.058,0.064,-0.119,-0.3309,0.6737,0.032,0.6599,30.8,12.6,-6.5,0,walk,0
0.048,0.072,-0.108,-0.334,0.6741,0.0361,0.6577,27.4,12.3,0.0,0,walk,0
0.033,0.083,-0.092,-0.3358,0.6747,0.0405,0.6559,22.6,11.1,5.9,1023,walk,0
0.025,0.094,-0.086,-0.3364,0.6753,0.045,0.6547,17.2,9.9,10.5,1023,walk,0
0.017,0.103,-0.073,-0.3357,0.676,0.0494,0.654,11.6,8.1,14.8,1023,walk,0
0.002,0.111,-0.051,-0.3339,0.6766,0.0536,0.654,5.5,6.2,18.4,1023,walk,0
-0.005,0.122,-0.035,-0.3309,0.6771,0.0574,0.6547,-1.4,3.1,21.6,1023,walk,0
-0.001,0.119,-0.037,-0.3267,0.6775,0.0606,0.6561,-8.6,-0.8,25.1,1023,walk,0
-0.001,0.116,-0.039,-0.3215,0.6778,0.0632,0.6582,-13.8,-4.7,28.7,1023,walk,0
-0.03,0.113,-0.03,-0.3153,0.6777,0.0654,0.661,-17.9,-9.1,32.3,1023,walk,0
-0.067,0.111,-0.044,-0.3082,0.6772,0.0675,0.6646,-22.1,-13.7,36.2,1023,walk,0
-0.165,0.129,-0.068,-0.3004,0.6764,0.0687,0.6688,-29.9,-17.6,40.1,1023,walk,0
-0.204,0.125,-0.103,-0.2916,0.6754,0.0685,0.6737,-40.3,-20.8,44.0,1023,walk,0
-0.216,0.149,-0.122,-0.2808,0.6748,0.0672,0.6791,-55.1,-21.5,47.2,1023,walk,0
-0.223,0.137,-0.138,-0.2676,0.6747,0.0643,0.6847,-71.6,-20.8,51.3,1023,walk,0
-0.203,0.112,-0.14,-0.2523,0.6753,0.0605,0.6903,-80.6,-17.7,55.4,1023,walk,0
-0.189,0.092,-0.105,-0.2358,0.6763,0.0569,0.6954,-79.8,-13.5,60.4,1023,walk,0
-0.156,0.058,-0.087,-0.2191,0.6775,0.0552,0.6998,-67.4,-10.4,64.9,0,walk,0
-0.079,0.04,-0.085,-0.2037,0.6785,0.0562,0.7035,-47.2,-7.6,67.0,0,walk,0
-0.02,0.057,-0.077,-0.1907,0.6789,0.06,0.7064,-26.2,-4.5,66.6,0,walk,0
0.028,0.09,-0.065,-0.1799,0.6788,0.0662,0.7088,-10.6,-2.1,64.4,0,walk,0
0.024,0.084,-0.054,-0.1707,0.6786,0.0735,0.7105,-2.7,0.9,60.8,0,walk,0
-0.011,0.08,-0.033,-0.1624,0.6784,0.0811,0.7119,-2.8,3.9,58.6,0,walk,0
-0.039,0.092,-0.018,-0.1537,0.6784,0.0881,0.7129,-8.6,6.4,59.1,0,walk,0
-0.048,0.064,-0.006,-0.1438,0.6788,0.0944,0.7137,-17.9,9.1,61.4,0,walk,0
-0.011,-0.005,0.001,-0.1332,0.6795,0.0999,0.7144,-20.1,11.0,64.8,0,walk,0
0.011,-0.064,0.012,-0.1227,0.6802,0.1055,0.7148,-16.2,12.3,67.6,0,walk,0
0.03,-0.09,0.023,-0.1131,0.6808,0.1118,0.7149,-6.3,13.1,69.3,0,walk,0
0.032,-0.109,0.039,-0.1048,0.681,0.1194,0.7148,2.2,13.6,67.9,0,walk,0
0.055,-0.138,0.046,-0.0978,0.681,0.1273,0.7144,8.4,13.5,63.9,0,walk,0
0.064,-0.153,0.05,-0.091,0.6811,0.136,0.7136,9.6,13.3,59.0,0,walk,0
0.047,-0.136,0.057,-0.0848,0.6811,0.1434,0.7129,2.9,12.3,54.5,0,walk,0
0.035,-0.141,0.044,-0.0783,0.6812,0.1489,0.7124,-7.0,11.3,50.5,0,walk,0
0.021,-0.182,0.042,-0.0707,0.6814,0.1533,0.7121,-15.0,10.4,48.2,0,walk,0
0.029,-0.219,0.036,-0.0625,0.6816,0.157,0.7119,-17.5,10.3,46.6,0,walk,0
0.03,-0.25,0.048,-0.0546,0.6818,0.1603,0.7116,-16.2,10.8,43.5,0,walk,0
0.037,-0.283,0.064,-0.0474,0.6822,0.1634,0.711,-14.3,11.5,38.4,1023,walk,0
0.051,-0.315,0.079,-0.0411,0.6827,0.1659,0.7103,-13.5,12.0,31.1,1023,walk,0
0.055,-0.355,0.101,-0.0358,0.6836,0.1676,0.7094,-13.1,12.7,22.6,1023,walk,0
0.065,-0.382,0.127,-0.0317,0.6847,0.1682,0.7083,-12.4,12.3,13.5,1023,walk,0
0.064,-0.404,0.152,-0.0288,0.686,0.1678,0.7073,-11.4,11.2,4.0,1023,walk,0
0.056,-0.428,0.176,-0.0274,0.6873,0.1665,0.7064,-8.7,9.0,-5.1,1023,walk,0
0.033,-0.447,0.187,-0.0277,0.6886,0.1647,0.7056,-3.0,6.5,-13.6,1023,walk,0
-0.004,-0.451,0.191,-0.0298,0.6896,0.1626,0.7049,3.9,2.5,-21.1,1023,walk,0
-0.049,-0.43,0.172,-0.0337,0.6903,0.1605,0.7045,9.4,-1.6,-28.7,1023,walk,0
-0.109,-0.399,0.145,-0.0391,0.6907,0.1577,0.7045,9.7,-5.7,-36.9,1023,walk,0
-0.202,-0.374,0.14,-0.0455,0.6909,0.1537,0.7049,7.3,-8.6,-46.4,1023,walk,0
-0.268,-0.35,0.134,-0.0527,0.6909,0.1481,0.7055,3.5,-11.1,-55.2,1023,walk,0
-0.292,-0.329,0.117,-0.0606,0.691,0.141,0.7063,0.7,-12.6,-63.5,1023,walk,0
-0.254,-0.306,0.099,-0.0693,0.6909,0.1328,0.7071,0.5,-13.8,-71.1,0,walk,0
-0.194,-0.289,0.078,-0.0791,0.6908,0.1239,0.7078,5.1,-14.6,-78.1,0,walk,0
-0.127,-0.261,0.049,-0.0907,0.6905,0.115,0.7082,13.5,-15.4,-84.4,0,walk,0
-0.077,-0.24,0.032,-0.1041,0.6899,0.1065,0.7083,25.5,-15.6,-90.3,0,walk,0
-0.04,-0.212,0.023,-0.12,0.689,0.0992,0.7077,41.5,-16.0,-95.9,0,walk,0
-0.045,-0.172,0.004,-0.1391,0.6875,0.0926,0.7066,57.8,-17.2,-101.3,0,walk,0
-0.074,-0.119,-0.032,-0.1608,0.6854,0.0868,0.7048,71.8,-19.3,-106.2,0,walk,0
-0.158,-0.086,-0.073,-0.1837,0.6826,0.0824,0.7024,79.4,-21.5,-107.4,0,walk,0
-0.232,-0.056,-0.103,-0.2073,0.679,0.0792,0.6997,92.2,-24.2,-105.5,0,walk,0
-0.278,-0.042,-0.126,-0.2316,0.6742,0.0783,0.6968,105.5,-28.0,-99.7,0,walk,0
-0.292,-0.013,-0.158,-0.2565,0.6679,0.0796,0.694,117.0,-31.6,-93.0,0,walk,0
-0.255,0.048,-0.188,-0.2817,0.6596,0.082,0.6919,118.6,-34.8,-88.0,0,walk,0
-0.205,0.111,-0.21,-0.3057,0.6506,0.0839,0.6899,107.9,-36.8,-87.2,0,walk,0
-0.155,0.168,-0.22,-0.3279,0.6421,0.0835,0.6878,85.6,-37.6,-90.1,0,walk,0
-0.122,0.204,-0.229,-0.3474,0.6347,0.0795,0.6855,57.8,-37.8,-94.8,0,walk,0
-0.097,0.241,-0.232,-0.3643,0.6289,0.0715,0.683,28.3,-37.1,-99.8,0,walk,0
-0.073,0.266,-0.242,-0.3783,0.6248,0.0597,0.6803,1.2,-36.1,-103.3,0,walk,0
-0.062,0.297,-0.258,-0.3899,0.6222,0.0447,0.6772,-19.1,-34.3,-105.1,0,walk,0
-0.042,0.318,-0.271,-0.3996,0.6208,0.0279,0.6738,-32.0,-31.7,-103.6,0,walk,0
-0.031,0.347,-0.271,-0.4077,0.6201,0.0107,0.67,-37.8,-28.0,-99.0,0,walk,0
-0.023,0.371,-0.265,-0.4147,0.6199,-0.0058,0.666,-37.2,-23.6,-90.9,0,walk,0
-0.012,0.395,-0.217,-0.4208,0.6198,-0.0207,0.662,-33.3,-19.3,-80.0,0,walk,0
-0.023,0.411,-0.207,-0.4258,0.6196,-0.0334,0.6584,-28.4,-17.0,-65.3,1023,walk,0
-0.015,0.424,-0.202,-0.4294,0.6193,-0.0436,0.6558,-22.4,-15.2,-48.2,1023,walk,0
-0.019,0.452,-0.187,-0.4316,0.6188,-0.0512,0.6542,-17.8,-13.9,-30.3,1023,walk,0
-0.031,0.464,-0.176,-0.432,0.6184,-0.0564,0.6539,-17.4,-12.2,-12.6,1023,walk,0
-0.034,0.467,-0.148,-0.4304,0.6184,-0.0597,0.6547,-17.6,-10.5,4.0,1023,walk,0
-0.042,0.464,-0.116,-0.4269,0.6188,-0.0612,0.6564,-18.3,-9.1,19.3,1023,walk,0
